KPGZ,with_KPGZ,count
01.02.10.42.23,01.02.09.04.08,2
01.02.10.42.23,01.02.09.10.05,2
01.02.10.42.23,01.02.09.01.12,2
01.02.10.42.23,01.02.09.01.02,2
01.02.10.12.03,01.02.09.04.06,6
01.02.10.12.03,01.02.09.04.03,1
01.02.10.12.06.01,01.02.09.10.03,1
01.02.10.12.06.01,01.02.09.04.06,2
01.02.10.12.06.01,01.02.09.01.03,1
01.02.10.12.06.01,01.02.09.04.03,1
01.02.10.12.06.01,01.02.09.01.07,2
01.02.10.12.06.01,01.02.09.04.08,1
01.02.10.12.06.01,01.02.09.10.05,1
01.02.10.12.06.01,01.02.09.01.12,1
01.02.10.12.06.01,01.02.09.01.02,1
01.02.09.10.03,01.02.09.04.06,2
01.02.09.10.03,01.02.09.01.03,1
01.02.09.10.03,01.02.09.04.03,1
01.15.07.02,01.07.05.01,1
01.15.01.06.03,01.07.05.01,1
01.15.01.06.03,01.15.07.08,1
01.07.05.01,01.15.07.08,1
01.15.07.08,01.15.04.03.02,1
01.20.07.09.02,01.19.07.02,2
01.08.02.11,01.08.01.06.02,2
01.01.01.19.01.03,01.01.03.21,1
01.01.01.19.01.03,01.01.03.04,1
01.01.01.19.01.03,01.01.10.07.01,1
01.01.01.19.01.03,01.01.03.14,1
01.01.01.19.01.03,01.01.04.04,1
01.01.10.01.01,01.01.15.02.01,2
01.01.01.19.06,01.01.03.21,2
01.01.13.08.01,01.01.02.35.04.03,4
01.01.13.08.01,01.01.03.04,2
01.01.13.08.01,01.01.03.05,2
01.01.13.08.01,01.01.06.01.10,2
01.01.13.08.01,01.01.15.02.01,2
01.01.13.08.01,01.01.10.07.01,1
01.01.15.01.13,01.01.15.02.01,4
01.01.01.05.01.04.01,01.01.15.02.01,2
01.01.03.03,01.01.01.19.01.04,1
01.01.03.03,01.01.15.01.13,4
01.01.03.03,01.01.01.19.02,1
01.01.03.03,01.01.15.02.01,1
01.01.02.35.04.03,01.01.15.02.01,3
01.01.15.06,01.01.03.02,4
01.01.15.06,01.01.02.10,2
01.01.15.06,01.01.03.05,2
01.01.15.06,01.01.04.02,1
01.01.15.06,01.01.06.01.10,8
01.01.15.06,01.01.15.02.01,1
01.01.03.21,01.01.01.19.02,2
01.01.03.02,01.01.01.19.02,1
01.01.03.04,01.01.01.19.02,1
01.01.03.04,01.01.03.05,1
01.01.01.05.02,01.01.03.05,3
01.07.05.04,01.20.99.02.01,1
01.01.07.02.06,01.01.01.01.01,1
01.01.07.02.06,01.01.06.07,2
01.01.07.02.06,01.01.01.01.02,1
01.01.07.02.06,01.01.01.14.02.02,2
01.01.07.02.06,01.01.01.01.10,2
01.01.07.02.06,01.01.01.01.09,1
01.01.07.02.06,01.01.01.01.03,5
01.01.07.02.06,01.01.01.12.01.06,1
01.01.01.16.01.01,01.01.01.01.02,1
01.01.01.16.01.01,01.01.01.01.10,1
01.01.01.16.01.01,01.01.01.02.01.22,1
01.01.02.02.01,01.01.01.01.03,1
01.01.09.01.01,01.01.01.01.03,2
01.13.05.04,01.13.05.05,1
01.15.01.03.04,01.20.09.02,2
01.15.01.03.04,01.24.01.99,6
01.15.01.03.04,01.24.07.03,2
01.15.01.03.04,01.20.99.05.02,1
01.15.01.03.04,01.20.07.09.03,1
01.15.01.03.04,01.20.07.09.01,5
01.15.01.03.04,01.24.08,1
01.15.01.03.04,01.20.07.09.02,4
01.15.01.03.04,01.19.07.02,1
01.15.01.03.04,01.07.05.04,1
01.15.01.02.01.01,01.20.99.05.02,4
01.15.01.02.01.01,01.19.07.02,3
01.24.01.99,01.20.99.05.02,2
01.24.01.99,01.19.07.02,2
01.24.01.99,01.07.05.04,2
01.24.07.03,01.20.99.05.02,1
01.24.07.03,01.07.05.04,2
01.20.07.09.03,01.07.05.04,1
01.11.03.02.01.01,01.23.02.01,1
01.07.05.09.01,01.07.01.05,6
01.07.05.09.01,01.16.16.01,2
01.07.05.09.01,01.16.31.01,1
01.16.03.01.01,01.07.01.03,1
01.16.03.01.01,01.07.11.99,2
01.16.03.01.01,01.07.01.05,15
01.07.01.03,01.16.03.01.01,4
01.07.01.03,01.07.11.99,1
01.07.01.03,01.07.01.05,6
01.07.01.03,01.16.16.01,2
01.07.11.99,01.07.01.05,5
01.07.11.99,01.16.03.01.01,2
01.07.11.99,01.16.16.01,2
01.07.01.05,01.16.03.01.01,4
01.07.01.05,01.07.01.05,6
01.07.01.05,01.16.16.01,1
01.20.07.02.02,01.20.06.01.03,2
01.20.03.03.06,01.20.06.01.03,3
01.13.09.06.03,01.13.01.01.03,2
01.06.02.02.02,01.13.01.01.02.01,1
01.13.01.01.02.01,01.06.02.02.02,2
01.16.28.03,01.16.07.01.01,1
01.16.28.03,01.02.11.03.06,1
01.16.07.02.01,01.02.11.03.06,1
01.16.07.01.01,01.02.11.03.06,1
01.16.32,01.02.11.03.06,1
01.20.07.11.08,01.15.01.01.01.03,2
01.20.99.02.01,01.20.01.99.10,1
01.25.01.03,01.06.03.99,5
01.13.17.03,01.13.11.03.05.07,2
01.02.10.42.23,01.02.10.42.05.01,1
01.02.10.42.05.01,01.02.10.42.23,8
01.01.13.01.02,01.01.13.01.04,1
01.02.10.12.05.01,01.02.10.06.71,1
01.20.04.02.12,01.20.05.01.05.03,1
01.20.04.06.01.02,01.20.05.01.05.03,2
01.20.04.02.13,01.02.10.13.12,3
01.20.04.02.13,01.20.05.01.05.03,1
01.20.07.11.03.01.02,01.20.05.01.05.03,1
01.02.10.50.27,01.02.10.12.01.01,1
01.02.10.50.27,01.02.11.01.07.08.04,1
01.02.11.01.06.03.01,01.06.03.99,1
01.02.11.01.06.03.01,01.02.05.24.09,1
01.02.11.01.06.03.01,01.02.11.01.11.09.11,1
01.02.11.01.06.03.01,01.02.11.01.06.03.02,1
01.02.11.01.06.03.01,01.02.10.06.80,1
01.02.11.01.06.03.01,01.02.10.33.03,1
01.02.11.01.06.03.01,01.02.11.01.06.03.07,1
01.02.11.01.06.03.01,01.02.10.32.08.25,1
01.02.11.01.06.03.01,01.02.11.01.06.03.01,1
01.02.11.01.06.03.01,01.02.11.01.09.01,1
01.02.11.01.06.03.01,01.02.10.09.02.11,1
01.02.11.01.06.03.01,01.02.10.06.62,1
01.02.11.01.06.03.01,01.02.05.25.02.02,1
01.02.11.01.06.03.01,01.04.05.02,1
01.02.11.01.06.03.01,01.02.10.54.16,1
01.02.11.01.06.03.01,01.02.05.25.02.01,1
01.02.11.01.06.03.01,01.20.07.09.02,1
01.06.03.99,01.02.10.43.09,7
01.06.03.99,01.02.05.24.09,1
01.06.03.99,01.02.11.01.11.09.11,1
01.06.03.99,01.02.11.01.06.03.02,1
01.06.03.99,01.02.10.06.80,1
01.06.03.99,01.02.10.33.03,1
01.06.03.99,01.02.11.01.06.03.07,1
01.06.03.99,01.02.10.06.48.11,1
01.06.03.99,01.02.10.32.08.25,1
01.06.03.99,01.02.11.01.06.03.01,1
01.06.03.99,01.02.10.06.12.08,1
01.06.03.99,01.02.11.01.09.01,1
01.06.03.99,01.02.10.09.02.11,1
01.06.03.99,01.02.10.06.62,1
01.06.03.99,01.02.05.25.02.02,1
01.06.03.99,01.04.05.02,1
01.06.03.99,01.02.10.54.16,1
01.06.03.99,01.02.11.01.05.10,1
01.06.03.99,01.02.05.25.02.01,1
01.02.10.43.09,01.02.05.24.09,1
01.02.10.43.09,01.02.11.01.11.09.11,1
01.02.10.43.09,01.02.10.06.80,1
01.02.10.43.09,01.02.10.32.08.25,3
01.02.10.43.09,01.02.11.01.06.03.01,4
01.02.10.43.09,01.02.11.01.09.01,4
01.02.10.43.09,01.02.10.06.62,2
01.02.10.43.09,01.02.05.25.02.02,1
01.02.05.24.09,01.02.11.01.11.09.11,1
01.02.05.24.09,01.02.11.01.06.03.02,1
01.02.05.24.09,01.02.10.06.80,1
01.02.05.24.09,01.02.10.43.09,5
01.02.05.24.09,01.02.10.33.03,1
01.02.05.24.09,01.02.11.01.06.03.07,1
01.02.05.24.09,01.02.10.06.48.11,1
01.02.05.24.09,01.02.10.32.08.25,1
01.02.05.24.09,01.02.11.01.06.03.01,1
01.02.05.24.09,01.02.10.06.12.08,1
01.02.05.24.09,01.02.11.01.09.01,1
01.02.05.24.09,01.02.10.09.02.11,1
01.02.05.24.09,01.02.10.06.62,1
01.02.05.24.09,01.02.05.25.02.02,1
01.02.05.24.09,01.04.05.02,1
01.02.05.24.09,01.02.10.54.16,1
01.02.05.24.09,01.02.11.01.05.10,1
01.02.11.01.11.09.11,01.02.11.01.06.03.02,1
01.02.11.01.11.09.11,01.02.10.06.80,1
01.02.11.01.11.09.11,01.02.10.43.09,5
01.02.11.01.11.09.11,01.02.10.33.03,1
01.02.11.01.11.09.11,01.02.11.01.06.03.07,1
01.02.11.01.11.09.11,01.02.10.06.48.11,1
01.02.11.01.11.09.11,01.02.10.32.08.25,1
01.02.11.01.11.09.11,01.02.11.01.06.03.01,1
01.02.11.01.11.09.11,01.02.10.06.12.08,1
01.02.11.01.11.09.11,01.02.11.01.09.01,1
01.02.11.01.11.09.11,01.02.10.09.02.11,1
01.02.11.01.11.09.11,01.02.10.06.62,1
01.02.11.01.11.09.11,01.02.05.25.02.02,1
01.02.11.01.11.09.11,01.04.05.02,1
01.02.11.01.11.09.11,01.02.10.54.16,1
01.02.11.01.06.03.02,01.02.10.06.80,1
01.02.11.01.06.03.02,01.02.10.43.09,12
01.02.11.01.06.03.02,01.02.10.33.03,1
01.02.11.01.06.03.02,01.02.11.01.06.03.07,1
01.02.11.01.06.03.02,01.02.10.06.48.11,2
01.02.11.01.06.03.02,01.02.10.32.08.25,1
01.02.11.01.06.03.02,01.02.11.01.06.03.01,1
01.02.11.01.06.03.02,01.02.10.06.12.08,2
01.02.11.01.06.03.02,01.02.11.01.09.01,1
01.02.11.01.06.03.02,01.02.10.09.02.11,1
01.02.11.01.06.03.02,01.02.10.06.62,1
01.02.11.01.06.03.02,01.02.05.25.02.02,1
01.02.11.01.06.03.02,01.04.05.02,1
01.02.10.06.80,01.02.10.43.09,5
01.02.10.06.80,01.02.10.33.03,1
01.02.10.06.80,01.02.11.01.06.03.07,1
01.02.10.06.80,01.02.10.06.48.11,1
01.02.10.06.80,01.02.10.32.08.25,1
01.02.10.06.80,01.02.11.01.06.03.01,1
01.02.10.06.80,01.02.10.06.12.08,1
01.02.10.06.80,01.02.11.01.09.01,1
01.02.10.06.80,01.02.10.09.02.11,1
01.02.10.06.80,01.02.10.06.62,1
01.02.10.06.80,01.02.05.25.02.02,1
01.02.10.33.03,01.02.11.01.06.03.07,1
01.02.10.33.03,01.02.10.06.48.11,1
01.02.10.33.03,01.02.10.32.08.25,1
01.02.10.33.03,01.02.11.01.06.03.01,1
01.02.10.33.03,01.02.10.06.12.08,1
01.02.10.33.03,01.02.11.01.09.01,1
01.02.10.33.03,01.02.10.09.02.11,1
01.02.11.01.06.03.07,01.02.10.06.48.11,1
01.02.11.01.06.03.07,01.02.10.32.08.25,1
01.02.11.01.06.03.07,01.02.10.06.12.08,1
01.02.11.01.06.03.07,01.02.11.01.09.01,1
01.02.10.06.48.11,01.02.10.32.08.25,1
01.02.10.06.48.11,01.02.11.01.06.03.01,1
01.02.10.06.48.11,01.02.11.01.09.01,1
01.02.10.32.08.25,01.02.11.01.06.03.01,1
01.02.10.32.08.25,01.02.10.06.12.08,1
01.02.10.32.08.25,01.02.11.01.09.01,1
01.02.10.22.14,01.02.10.49.17,1
01.02.10.22.14,01.02.10.12.08.04,2
01.02.10.22.14,01.02.10.06.14,1
01.02.10.22.14,01.02.10.35.12,2
01.02.10.43.09,01.02.10.12.08.04,4
01.02.10.43.05.06,01.02.10.49.17,1
01.02.10.43.05.06,01.02.10.12.08.04,2
01.02.10.43.05.06,01.02.10.06.14,3
01.02.10.43.05.06,01.02.10.35.12,3
01.02.10.43.05.06,01.02.11.01.12.03.14,1
01.02.10.49.17,01.02.10.12.08.04,2
01.02.10.49.17,01.02.10.43.05.06,5
01.02.10.49.17,01.02.10.06.14,1
01.02.10.12.08.04,01.02.10.43.05.06,10
01.02.10.12.08.04,01.02.10.06.14,2
01.02.10.12.08.04,01.02.11.01.12.03.14,2
01.02.10.06.14,01.02.10.43.05.06,3
01.02.10.06.14,01.02.10.35.12,2
01.16.07.02.02,01.06.01.03.01,2
01.08.01.11.01,01.08.01.30.99,1
01.08.01.11.01,01.08.01.13.99,1
01.01.07.05.09,01.01.06.15,5
01.15.09,01.19.10.08,1
01.15.09,01.06.03.99,3
01.20.09.02,01.19.10.08,1
01.01.01.19.03,01.01.01.06.09.02,2
01.01.01.19.03,01.01.11.04.02,1
01.01.01.02.01.01,01.01.11.04.02,1
01.01.01.18,01.01.16.09.01,5
01.01.01.18,01.01.08.03.05.01,1
01.01.01.18,01.01.11.04.02,3
01.01.01.05.02,01.01.11.04.02,2
01.01.01.05.01.04.01,01.01.11.04.02,1
01.01.03.25.03,01.01.01.01.13,3
01.01.01.13.02.99,01.01.16.09.01,5
01.01.01.13.02.99,01.01.08.03.05.01,1
01.01.01.13.02.99,01.01.01.19.06,2
01.01.01.13.02.99,01.01.11.04.02,3
01.01.01.13.02.99,01.01.01.19.01.07,1
01.01.16.09.01,01.01.11.04.02,5
01.01.16.09.01,01.01.01.13.01,5
01.01.01.13.02.01,01.01.11.04.02,1
01.01.08.03.05.01,01.01.01.13.02.99,2
01.01.08.03.05.01,01.01.11.04.02,1
01.01.11.04.01,01.01.01.06.09.01,4
01.01.11.04.01,01.01.01.06.09.02,2
01.01.11.04.01,01.01.11.04.02,1
01.01.11.04.01,01.01.12.01.02,2
01.01.01.14.02.02,01.01.11.04.02,3
01.01.02.35.06,01.01.11.04.02,1
01.01.01.06.09.01,01.01.01.19.02,2
01.01.01.06.09.01,01.01.11.04.02,2
01.01.01.06.09.01,01.01.12.01.02,3
01.01.01.06.09.02,01.01.01.19.02,2
01.01.01.06.09.02,01.01.11.04.02,1
01.01.01.06.09.02,01.01.11.03.01.01,1
01.01.01.06.09.02,01.01.01.05.01.04.01,1
01.01.01.19.02,01.01.11.04.02,2
01.01.01.19.06,01.01.11.04.02,1
01.01.01.02.03.01,01.01.11.04.02,1
01.01.01.02.03.01,01.01.12.01.02,2
01.01.01.01.01,01.01.11.04.02,1
01.01.01.01.09,01.01.11.04.02,1
01.02.10.43.06.04,01.02.10.43.08,5
01.12.05.09,01.09.08.01.99,1
01.12.05.09,01.09.08.02.99,1
01.09.08.01.99,01.12.05.09,1
01.09.08.01.99,01.11.02.02.99,1
01.20.03.03.06,01.20.01.03.04,4
01.13.07.05.02,01.10.04.03.01,3
01.11.01.04.11,01.03.06.01,2
01.03.06.01,01.20.03.04.05.01,1
01.03.06.01,01.11.06.01.99,1
01.11.03.01.01.99,01.20.03.04.05.01,1
01.20.03.04.05.01,01.11.03.01.01.99,1
01.13.10.13,01.13.01.01.03,3
01.19.01.12,01.19.05.07.03,1
01.04.02.02,01.20.03.04.04.01,4
01.04.02.02,01.19.10.17.01,7
01.02.10.12.04.03,01.02.10.06.51.02,1
01.02.10.12.04.03,01.02.11.01.01.02.02,1
01.02.10.12.03,01.02.10.06.51.02,1
01.02.10.12.03,01.02.11.01.01.02.02,1
01.02.10.12.01.01,01.02.10.06.51.02,1
01.01.01.05.01.04.01,01.01.07.09,3
01.01.07.07,01.01.01.19.06,7
01.20.07.11.03.01.05,01.20.07.07,1
01.16.04.02,01.16.28.03,1
01.13.08.04,01.03.03.02,1
01.15.01.02.01.01,01.20.07.11.04.01,1
01.11.03.02.01.01,01.20.09.02,4
01.11.03.01.01.99,01.20.09.02,1
01.02.11.01.12.03.09,01.02.10.25.06.02,1
01.02.11.01.12.03.09,01.02.10.43.09,3
01.02.10.22.14,01.02.10.25.06.02,4
01.01.01.01.01,01.01.01.05.01.05.02,1
01.01.11.06.01.02,01.01.01.05.01.05.02,1
01.01.08.01.02.01,01.01.01.05.01.05.02,1
01.06.99.07,01.13.10.05,1
01.06.99.07,01.13.02.05,1
01.13.09.99.04.01,01.09.08.01.99,1
01.13.11.01.05,01.13.09.06.08,1
01.13.05.01,01.25.01.03,1
01.13.06.01,01.25.01.03,1
01.13.17.03,01.25.01.03,1
01.13.17.99,01.25.01.03,1
01.20.07.11.06.01.05,01.19.10.17.01,4
01.20.07.11.06.01.05,01.02.10.44.01,1
01.20.07.11.06.01.05,01.20.03.04.05.02,8
01.20.07.11.06.01.05,01.20.04.01.08,1
01.20.07.11.06.01.05,01.20.04.03,2
01.20.07.11.06.01.05,01.20.04.02.12,2
01.20.07.11.06.01.05,01.20.04.01.04,1
01.20.07.11.06.01.05,01.20.04.09.04,2
01.20.07.11.06.01.05,01.20.04.09.01,1
01.20.07.11.06.01.05,01.20.04.09.05,1
01.20.07.11.06.01.05,01.20.04.01.13,3
01.20.07.11.06.01.05,01.20.04.06.01.01,1
01.20.07.11.06.01.05,01.20.04.06.01.02,2
01.20.07.11.06.01.05,01.20.04.01.05,1
01.20.07.11.06.01.05,01.20.04.02.13,1
01.20.07.11.06.01.05,01.20.04.07.02,1
01.20.07.11.06.01.05,01.02.10.13.12,1
01.20.07.11.06.01.05,01.20.04.01.10,1
01.20.07.11.06.01.05,01.20.04.04.01,2
01.20.07.02.02,01.02.10.44.01,2
01.20.07.02.02,01.02.10.13.12,3
01.19.10.17.01,01.02.10.13.12,4
01.02.10.44.01,01.20.04.01.08,1
01.02.10.44.01,01.20.04.02.10,1
01.02.10.44.01,01.20.04.01.04,1
01.02.10.44.01,01.20.04.09.01,1
01.02.10.44.01,01.20.04.09.05,1
01.02.10.44.01,01.20.04.06.01.02,1
01.02.10.44.01,01.20.04.07.02,1
01.02.10.44.01,01.19.10.17.01,2
01.11.02.01.99,01.25.04.01.01,2
01.01.10.01.01,01.01.11.06.01.02,5
01.01.10.01.01,01.01.06.13,1
01.01.09.01.01,01.01.06.13,2
02.06.01.01.03,02.06.01.01.03,5
02.06.01.01.03,02.06.01.02.05,3
02.06.01.02.05,02.06.01.01.03,1
01.20.06.01.01.01,01.20.06.03.01,7
01.20.06.03.01,01.20.06.01.06.02,2
01.20.06.03.01,01.20.06.01.01.01,18
01.20.06.03.01,01.20.06.01.01.02,5
01.20.06.01.06.02,01.20.06.03.01,4
01.19.10.16.03,01.19.06.99,1
01.19.10.19,01.19.06.99,1
01.19.10.19,01.20.03.04.04.02.01,3
01.19.06.99,01.20.03.04.04.02.01,1
01.19.06.99,01.19.10.17.01,1
01.13.05.01,01.07.04.04.03,1
01.07.04.04.03,01.13.11.03.02,1
01.07.04.04.03,01.07.07.01,2
01.01.10.05.04,01.01.10.06.05,5
01.01.10.05.04,01.01.01.01.03,2
01.03.02.11,01.11.04.01.04,1
01.13.17.03,01.13.09.02.02,1
01.13.17.01,01.11.04.99,1
01.13.17.01,01.13.09.02.02,1
01.13.17.17,01.11.04.99,3
01.13.17.08,01.11.04.99,1
01.20.04.07.02,01.20.07.11.06.01.99,1
01.15.04.03.01,01.15.02.05.07,4
01.15.02.05.07,01.15.05.04.02,10
01.15.05.03.01.01,01.25.07,5
01.02.10.06.71,01.02.10.06.20,2
01.02.10.06.71,01.02.10.43.09,2
01.13.05.04,01.13.13.03,1
01.13.05.04,01.13.17.12,3
01.13.13.03,01.13.17.03,2
01.13.13.03,01.13.17.02,1
01.13.13.03,01.13.17.01,1
01.13.13.03,01.13.17.12,1
01.20.99.01.05.02,01.16.07.01.03,1
01.20.99.01.05.02,01.16.13.01,1
01.16.07.01.03,01.16.13.01,1
01.10.05.03.02.03.01,01.10.05.02.01,3
01.15.05.02.06.01.06,01.13.04.02.01.12,1
01.11.03.07.99,01.10.03.05.01,1
01.09.09.01,01.07.11.99,11
01.11.04.03.02.05.07,01.07.11.99,15
01.13.07.05.04,01.11.01.06.04.01,1
01.11.01.06.04.01,01.13.07.05.04,1
01.16.28.03,01.16.20.03,3
01.16.28.03,01.16.03.10,1
01.06.03.99,01.08.01.01.01.01,1
01.06.03.99,01.08.01.01.09.01,1
01.06.03.99,01.08.01.17.20,4
01.06.03.99,01.08.01.17.99,2
01.06.03.99,01.08.01.01.10.99,5
01.06.03.99,01.08.01.09.31,1
01.06.03.99,01.15.05.03.02,1
01.08.01.01.01.01,01.08.01.01.09.01,1
01.08.01.01.09.01,01.06.03.99,3
01.08.01.01.09.01,01.08.01.17.20,2
01.08.01.17.20,01.08.01.17.20,1
01.20.05.03.04.03,01.20.09.03,1
01.20.06.01.01.01,01.20.03.04.03.03,1
01.20.06.01.01.01,01.20.07.11.06.01.01.01,3
01.20.06.01.01.01,01.20.03.04.03.04,1
01.20.06.01.01.01,01.20.03.04.05.01,1
01.20.03.04.03.03,01.20.07.11.06.01.01.01,2
01.20.03.04.03.03,01.20.07.11.06.01.99,1
01.20.03.04.03.03,01.20.06.01.06.02,1
01.20.03.04.03.03,01.20.07.02.02,1
01.20.03.04.02.02,01.20.07.11.06.01.01.01,2
01.20.99.05.02,01.20.07.11.06.01.01.01,2
01.20.07.11.06.01.01.01,01.20.07.11.06.01.99,3
01.02.10.13.30,01.19.10.05,1
01.11.02.01.02.03,01.25.01.06,1
01.16.03.01.01,01.07.06.03.04,1
01.23.90.08,01.08.01.18.02,1
01.02.10.43.08,01.02.10.22.01.12,6
01.02.10.43.21.02,01.02.10.22.01.12,2
01.02.10.43.21.02,01.02.10.43.08,44
01.02.10.43.21.03,01.02.10.22.01.12,4
01.08.01.13.99,01.08.01.22.01,1
01.08.01.22.01,01.08.01.22.99,1
01.08.01.22.01,01.08.01.14.01,1
01.08.01.22.01,01.08.01.22.03,1
01.20.04.04.01,01.15.01.99.02,1
01.20.04.06.01.02,01.15.01.99.02,2
01.20.05.03.04.02,01.15.01.99.02,1
01.20.06.04.01,01.15.01.99.02,1
01.20.99.01.02,01.02.11.01.07.04.02,1
01.20.09.04,01.15.07.01,1
01.20.09.04,01.11.03.02.01.01,1
01.20.09.04,01.15.05.03.02,1
01.20.09.04,01.15.05.04.04,1
01.20.09.04,01.20.09.06,1
01.20.09.02,01.15.07.01,1
01.20.09.02,01.11.03.02.01.01,2
01.20.09.02,01.15.05.03.02,3
01.20.09.02,01.15.05.04.04,2
01.07.05.04,01.15.07.01,5
01.07.05.04,01.11.03.02.01.01,5
01.07.05.04,01.15.05.03.02,5
01.07.05.04,01.20.09.06,5
01.15.07.01,01.20.09.02,9
01.15.07.01,01.11.03.02.01.01,1
01.15.07.01,01.15.05.03.02,1
01.15.07.01,01.07.05.01,2
01.15.07.01,01.20.09.06,1
01.15.07.01,01.07.05.05,1
01.15.01.02.01.01,01.11.03.02.01.01,6
01.15.01.02.01.01,01.20.09.06,5
01.11.03.02.01.01,01.15.05.03.02,1
01.11.03.02.01.01,01.07.05.01,1
01.11.03.02.01.01,01.15.05.04.04,1
01.15.05.03.02,01.07.05.01,1
01.15.05.03.02,01.20.09.02,2
01.02.10.06.03,01.02.10.06.74.02,8
01.02.10.06.03,01.02.10.06.15,4
01.02.10.06.03,01.02.10.43.09,4
01.02.10.06.03,01.02.10.22.14,7
01.02.10.06.03,01.02.10.06.08,2
01.02.10.06.03,01.02.11.01.08.09,1
01.02.10.06.74.02,01.02.10.06.74.02,3
01.02.10.06.74.02,01.02.10.06.15,2
01.02.10.06.74.02,01.02.10.43.09,3
01.11.04.99,01.20.04.01.09,2
01.11.04.99,01.20.05.03.04.01,1
01.11.04.99,01.20.07.11.03.01.02,1
01.11.04.99,01.20.05.03.04.02,1
01.11.04.99,01.20.01.05.03,1
01.16.03.07,01.16.20.02,1
01.02.10.25.06.02,01.02.10.43.03.10,2
01.02.10.43.08,01.02.10.43.03.10,4
01.08.01.09.99,01.08.01.09.16,10
01.20.05.01.06.01,01.20.04.04.01,1
01.20.05.01.06.01,01.20.04.02.14,1
01.20.05.01.06.01,01.20.07.11.03.01.02,1
01.20.04.04.01,01.20.05.01.08,1
01.20.04.04.01,01.20.05.01.06.03,3
01.20.04.04.01,01.20.05.03.01.01,1
01.20.04.02.14,01.20.05.01.08,1
01.20.04.02.14,01.20.05.01.06.03,1
01.20.04.02.14,01.20.05.03.01.01,1
01.15.05.04.10,01.15.04.06,3
01.15.05.04.10,01.15.05.03.04.01,2
01.15.05.04.10,01.15.05.04.09.01,2
01.15.05.04.10,01.15.05.03.02,2
01.20.05.03.04.06,01.20.04.04.02,2
01.11.04.03.02.05.05,01.11.04.04,1
01.11.03.01.99,01.11.01.03.14,1
01.02.12,01.02.09.12.02,1
01.19.06.16,01.19.06.16,1
01.20.99.01.02,01.02.11.01.06.03.02,1
01.20.99.01.02,01.20.99.01.05.02,1
01.20.99.01.02,01.02.11.01.12.02.06,1
01.02.10.16.55.02,01.20.99.01.05.02,1
01.02.11.01.06.03.02,01.20.99.01.05.02,1
01.02.11.01.06.03.02,01.02.10.50.32,6
01.20.99.01.05.02,01.02.10.50.32,2
01.20.99.01.05.02,01.02.10.43.09,2
01.15.04.01.01,01.11.03.07.02,1
01.02.10.42.23,01.02.10.43.05.06,1
01.01.02.35.04.03,01.01.04.12,1
01.01.02.35.04.03,01.01.02.06.05,3
01.01.01.19.02,01.01.04.12,1
01.01.02.32,01.01.01.16.01.04,2
01.01.02.32,01.01.10.05.06,4
01.01.03.21,01.01.01.01.01,1
01.01.03.21,01.01.04.12,3
01.01.03.01,01.01.04.12,4
01.01.03.01,01.01.02.06.05,8
01.01.03.02,01.01.08.02.04.04,1
01.01.03.02,01.01.01.16.01.04,4
01.01.01.16.03,01.01.02.06.05,2
01.01.01.07,01.01.08.02.04.04,1
01.01.01.07,01.01.02.02.01,7
01.01.01.07,01.01.06.07,4
01.01.01.07,01.01.05.01,4
01.01.06.07,01.01.04.12,1
01.01.01.01.02,01.01.02.01.01.01,3
01.01.01.16.01.01,01.01.02.06.05,1
01.01.01.14.02.02,01.01.02.06.05,5
01.11.02.01.11.02,01.11.04.03.02.01.01,2
01.20.12,01.16.28.01,1
01.09.09.01,01.11.02.09.07,1
01.09.09.01,01.02.10.06.87.01,1
01.20.07.13.03,01.20.10.99,1
01.15.03.11,01.15.03.12.02,2
01.06.04,01.07.04.01.01,1
01.01.15.07.01,01.01.10.06.07,1
01.01.15.07.01,01.01.11.03.01.02,3
01.01.15.07.01,01.01.08.03.01.07.01,2
01.01.15.07.01,01.01.02.35.04.01,4
01.01.14.01,01.01.08.03.01.07.01,1
01.01.14.01,01.01.02.35.04.01,2
01.01.14.02,01.01.10.06.07,2
01.01.14.02,01.01.08.03.01.07.01,4
01.01.10.01.01,01.01.08.03.01.07.01,2
01.01.10.06.07,01.01.15.07.01,2
01.02.10.09.02.11,01.02.11.03.18,2
01.15.04.01.08,01.15.04.07,2
01.15.04.01.08,01.15.04.01.09,2
01.15.04.01.08,01.15.05.14,2
01.15.04.01.08,01.15.04.03.01,2
01.15.04.01.08,01.15.05.08,4
01.15.04.01.08,01.15.05.04.03.04,2
01.15.04.01.08,01.15.05.15,2
01.15.04.01.08,01.15.05.07.01,1
01.15.04.01.09,01.15.05.14,1
01.08.01.39,01.23.05.07,1
01.08.01.39,01.11.03.07.99,1
01.08.01.39,01.15.05.04.02,1
01.23.05.07,01.11.03.07.99,1
01.16.07.02.04,01.16.28.02,1
01.08.01.02.02,01.08.01.14.03.01,1
01.08.01.02.02,01.08.01.22.03,1
01.08.01.02.02,01.08.01.21.99,1
01.08.01.02.03,01.08.01.14.03.01,3
01.08.01.02.03,01.08.01.22.03,1
01.08.01.02.03,01.08.01.21.99,1
01.08.01.02.03,01.08.01.22.04.01,3
01.08.01.02.03,01.08.01.22.99,1
01.08.01.02.03,01.08.01.02.99,1
01.20.03.03.05.01,01.11.01.04.11,1
01.20.03.04.01.01,01.20.09.02,2
01.07.05.01,01.11.03.03.02.99,4
01.11.03.03.02.99,01.07.05.05,7
